split,filename,question_id,rollout_idx,prefix_idx,label,prefix_words,total_words,token_length,distance_from_end,yes_count,no_count,total_resamples,mean_yes_position,cot_prefix_n_words,cot_prefix_n_chars
train,bb_ruin_names_077_rollout_017_prefix_0.json,bb_ruin_names_077,17,0,yes,314,369,,55,,,,,314,1710
train,bb_ruin_names_077_rollout_017_prefix_1.json,bb_ruin_names_077,17,1,no,69,369,,300,,,,,69,351
train,bb_ruin_names_077_rollout_018_prefix_0.json,bb_ruin_names_077,18,0,yes,484,519,,35,,,,,484,2608
train,bb_ruin_names_077_rollout_018_prefix_1.json,bb_ruin_names_077,18,1,yes,464,519,,55,,,,,464,2506
train,bb_ruin_names_077_rollout_018_prefix_2.json,bb_ruin_names_077,18,2,no,219,519,,300,,,,,219,1123
train,bb_ruin_names_077_rollout_019_prefix_0.json,bb_ruin_names_077,19,0,yes,532,567,,35,,,,,532,2957
train,bb_ruin_names_077_rollout_019_prefix_1.json,bb_ruin_names_077,19,1,no,67,567,,500,,,,,67,365
train,bb_ruin_names_077_rollout_020_prefix_0.json,bb_ruin_names_077,20,0,yes,451,476,,25,,,,,451,2471
train,bb_ruin_names_077_rollout_021_prefix_0.json,bb_ruin_names_077,21,0,yes,436,461,,25,,,,,436,2364
train,bb_ruin_names_077_rollout_021_prefix_1.json,bb_ruin_names_077,21,1,no,161,461,,300,,,,,161,832
train,bb_ruin_names_077_rollout_022_prefix_0.json,bb_ruin_names_077,22,0,yes,318,353,,35,,,,,318,1694
train,bb_ruin_names_077_rollout_025_prefix_0.json,bb_ruin_names_077,25,0,no,219,519,,300,,,,,219,1150
train,bb_ruin_names_077_rollout_026_prefix_0.json,bb_ruin_names_077,26,0,no,69,369,,300,,,,,69,353
train,bb_ruin_names_077_rollout_027_prefix_0.json,bb_ruin_names_077,27,0,yes,268,323,,55,,,,,268,1489
train,bb_ruin_names_077_rollout_027_prefix_1.json,bb_ruin_names_077,27,1,no,23,323,,300,,,,,23,121
train,bb_ruin_names_077_rollout_028_prefix_0.json,bb_ruin_names_077,28,0,yes,505,540,,35,,,,,505,2744
train,bb_ruin_names_077_rollout_028_prefix_1.json,bb_ruin_names_077,28,1,yes,485,540,,55,,,,,485,2644
train,bb_ruin_names_077_rollout_028_prefix_2.json,bb_ruin_names_077,28,2,no,240,540,,300,,,,,240,1244
train,bb_ruin_names_077_rollout_029_prefix_0.json,bb_ruin_names_077,29,0,no,83,383,,300,,,,,83,416
train,bb_ruin_names_091_rollout_003_prefix_0.json,bb_ruin_names_091,3,0,yes,366,401,,35,,,,,366,1912
train,bb_ruin_names_091_rollout_003_prefix_1.json,bb_ruin_names_091,3,1,no,101,401,,300,,,,,101,543
train,bb_ruin_names_091_rollout_004_prefix_0.json,bb_ruin_names_091,4,0,yes,289,334,,45,,,,,289,1550
train,bb_ruin_names_091_rollout_005_prefix_0.json,bb_ruin_names_091,5,0,yes,450,475,,25,,,,,450,2344
train,bb_ruin_names_091_rollout_005_prefix_1.json,bb_ruin_names_091,5,1,yes,430,475,,45,,,,,430,2246
train,bb_ruin_names_091_rollout_005_prefix_2.json,bb_ruin_names_091,5,2,yes,420,475,,55,,,,,420,2193
train,bb_ruin_names_091_rollout_006_prefix_0.json,bb_ruin_names_091,6,0,yes,350,405,,55,,,,,350,1884
train,bb_ruin_names_091_rollout_007_prefix_0.json,bb_ruin_names_091,7,0,yes,269,294,,25,,,,,269,1458
train,bb_ruin_names_091_rollout_010_prefix_0.json,bb_ruin_names_091,10,0,yes,280,315,,35,,,,,280,1515
train,bb_ruin_names_091_rollout_010_prefix_1.json,bb_ruin_names_091,10,1,yes,260,315,,55,,,,,260,1408
train,bb_ruin_names_091_rollout_011_prefix_0.json,bb_ruin_names_091,11,0,yes,287,332,,45,,,,,287,1531
train,bb_ruin_names_091_rollout_011_prefix_1.json,bb_ruin_names_091,11,1,no,32,332,,300,,,,,32,153
train,bb_ruin_names_091_rollout_012_prefix_0.json,bb_ruin_names_091,12,0,yes,278,323,,45,,,,,278,1547
train,bb_ruin_names_091_rollout_012_prefix_1.json,bb_ruin_names_091,12,1,yes,268,323,,55,,,,,268,1497
train,bb_ruin_names_091_rollout_013_prefix_0.json,bb_ruin_names_091,13,0,yes,441,486,,45,,,,,441,2319
train,bb_ruin_names_091_rollout_013_prefix_1.json,bb_ruin_names_091,13,1,no,186,486,,300,,,,,186,959
train,bb_ruin_names_091_rollout_014_prefix_0.json,bb_ruin_names_091,14,0,yes,378,423,,45,,,,,378,1971
train,bb_ruin_names_091_rollout_014_prefix_1.json,bb_ruin_names_091,14,1,yes,368,423,,55,,,,,368,1917
train,bb_ruin_names_091_rollout_014_prefix_2.json,bb_ruin_names_091,14,2,no,123,423,,300,,,,,123,666
train,bb_ruin_names_091_rollout_015_prefix_0.json,bb_ruin_names_091,15,0,yes,494,539,,45,,,,,494,2619
train,bb_ruin_names_091_rollout_016_prefix_0.json,bb_ruin_names_091,16,0,yes,394,429,,35,,,,,394,2128
train,bb_ruin_names_091_rollout_016_prefix_1.json,bb_ruin_names_091,16,1,no,129,429,,300,,,,,129,672
train,bb_ruin_names_091_rollout_017_prefix_0.json,bb_ruin_names_091,17,0,yes,643,668,,25,,,,,643,3471
train,bb_ruin_names_091_rollout_017_prefix_1.json,bb_ruin_names_091,17,1,yes,633,668,,35,,,,,633,3412
train,bb_ruin_names_091_rollout_017_prefix_2.json,bb_ruin_names_091,17,2,yes,623,668,,45,,,,,623,3365
train,bb_ruin_names_091_rollout_018_prefix_0.json,bb_ruin_names_091,18,0,yes,586,631,,45,,,,,586,3052
train,bb_ruin_names_091_rollout_018_prefix_1.json,bb_ruin_names_091,18,1,no,131,631,,500,,,,,131,684
train,bb_ruin_names_091_rollout_019_prefix_0.json,bb_ruin_names_091,19,0,yes,430,485,,55,,,,,430,2277
train,bb_ruin_names_091_rollout_020_prefix_0.json,bb_ruin_names_091,20,0,yes,372,427,,55,,,,,372,1948
train,bb_ruin_names_091_rollout_021_prefix_0.json,bb_ruin_names_091,21,0,yes,345,380,,35,,,,,345,1756
train,bb_ruin_names_091_rollout_021_prefix_1.json,bb_ruin_names_091,21,1,no,80,380,,300,,,,,80,402
train,bb_ruin_names_091_rollout_023_prefix_0.json,bb_ruin_names_091,23,0,yes,357,412,,55,,,,,357,1882
train,bb_ruin_names_091_rollout_024_prefix_0.json,bb_ruin_names_091,24,0,yes,447,482,,35,,,,,447,2320
train,bb_ruin_names_091_rollout_025_prefix_0.json,bb_ruin_names_091,25,0,no,308,608,,300,,,,,308,1625
train,bb_ruin_names_091_rollout_025_prefix_1.json,bb_ruin_names_091,25,1,no,108,608,,500,,,,,108,547
train,bb_ruin_names_091_rollout_026_prefix_0.json,bb_ruin_names_091,26,0,yes,549,574,,25,,,,,549,2995
train,bb_ruin_names_091_rollout_026_prefix_1.json,bb_ruin_names_091,26,1,no,274,574,,300,,,,,274,1492
train,bb_ruin_names_091_rollout_026_prefix_2.json,bb_ruin_names_091,26,2,no,74,574,,500,,,,,74,379
train,bb_ruin_names_091_rollout_027_prefix_0.json,bb_ruin_names_091,27,0,yes,285,310,,25,,,,,285,1601
train,bb_ruin_names_109_rollout_000_prefix_0.json,bb_ruin_names_109,0,0,yes,321,356,,35,,,,,321,1813
train,bb_ruin_names_109_rollout_000_prefix_1.json,bb_ruin_names_109,0,1,no,56,356,,300,,,,,56,324
train,bb_ruin_names_109_rollout_001_prefix_0.json,bb_ruin_names_109,1,0,yes,271,306,,35,,,,,271,1531
train,bb_ruin_names_109_rollout_001_prefix_1.json,bb_ruin_names_109,1,1,yes,261,306,,45,,,,,261,1478
train,bb_ruin_names_109_rollout_002_prefix_0.json,bb_ruin_names_109,2,0,yes,469,524,,55,,,,,469,2545
train,bb_ruin_names_109_rollout_002_prefix_1.json,bb_ruin_names_109,2,1,no,224,524,,300,,,,,224,1229
train,bb_ruin_names_109_rollout_003_prefix_0.json,bb_ruin_names_109,3,0,yes,417,462,,45,,,,,417,2373
train,bb_ruin_names_109_rollout_004_prefix_0.json,bb_ruin_names_109,4,0,yes,514,539,,25,,,,,514,2971
train,bb_ruin_names_109_rollout_005_prefix_0.json,bb_ruin_names_109,5,0,yes,334,389,,55,,,,,334,1962
train,bb_ruin_names_109_rollout_005_prefix_1.json,bb_ruin_names_109,5,1,no,89,389,,300,,,,,89,530
train,bb_ruin_names_109_rollout_006_prefix_0.json,bb_ruin_names_109,6,0,yes,371,396,,25,,,,,371,2160
train,bb_ruin_names_109_rollout_006_prefix_1.json,bb_ruin_names_109,6,1,yes,361,396,,35,,,,,361,2106
train,bb_ruin_names_109_rollout_006_prefix_2.json,bb_ruin_names_109,6,2,no,96,396,,300,,,,,96,559
train,bb_ruin_names_109_rollout_007_prefix_0.json,bb_ruin_names_109,7,0,no,276,576,,300,,,,,276,1521
train,bb_ruin_names_109_rollout_007_prefix_1.json,bb_ruin_names_109,7,1,no,76,576,,500,,,,,76,426
train,bb_ruin_names_109_rollout_008_prefix_0.json,bb_ruin_names_109,8,0,no,92,592,,500,,,,,92,516
train,bb_ruin_names_109_rollout_009_prefix_0.json,bb_ruin_names_109,9,0,yes,317,362,,45,,,,,317,1856
train,bb_ruin_names_109_rollout_010_prefix_0.json,bb_ruin_names_109,10,0,no,61,361,,300,,,,,61,400
train,bb_ruin_names_109_rollout_013_prefix_0.json,bb_ruin_names_109,13,0,yes,372,417,,45,,,,,372,2161
train,bb_ruin_names_109_rollout_013_prefix_1.json,bb_ruin_names_109,13,1,no,117,417,,300,,,,,117,655
train,bb_ruin_names_109_rollout_016_prefix_0.json,bb_ruin_names_109,16,0,no,209,709,,500,,,,,209,1192
train,bb_ruin_names_109_rollout_017_prefix_0.json,bb_ruin_names_109,17,0,no,210,510,,300,,,,,210,1179
train,bb_ruin_names_109_rollout_018_prefix_0.json,bb_ruin_names_109,18,0,yes,308,333,,25,,,,,308,1786
train,bb_ruin_names_109_rollout_018_prefix_1.json,bb_ruin_names_109,18,1,yes,298,333,,35,,,,,298,1734
train,bb_ruin_names_109_rollout_018_prefix_2.json,bb_ruin_names_109,18,2,no,33,333,,300,,,,,33,211
train,bb_ruin_names_109_rollout_020_prefix_0.json,bb_ruin_names_109,20,0,yes,318,353,,35,,,,,318,1869
train,bb_ruin_names_109_rollout_020_prefix_1.json,bb_ruin_names_109,20,1,yes,308,353,,45,,,,,308,1811
train,bb_ruin_names_109_rollout_020_prefix_2.json,bb_ruin_names_109,20,2,no,53,353,,300,,,,,53,301
train,bb_ruin_names_109_rollout_021_prefix_0.json,bb_ruin_names_109,21,0,no,106,406,,300,,,,,106,642
train,bb_ruin_names_109_rollout_022_prefix_0.json,bb_ruin_names_109,22,0,yes,319,374,,55,,,,,319,1841
train,bb_ruin_names_109_rollout_022_prefix_1.json,bb_ruin_names_109,22,1,no,74,374,,300,,,,,74,442
train,bb_ruin_names_109_rollout_023_prefix_0.json,bb_ruin_names_109,23,0,yes,367,412,,45,,,,,367,2086
train,bb_ruin_names_109_rollout_024_prefix_0.json,bb_ruin_names_109,24,0,yes,369,404,,35,,,,,369,2131
train,bb_ruin_names_109_rollout_024_prefix_1.json,bb_ruin_names_109,24,1,yes,349,404,,55,,,,,349,2006
train,bb_ruin_names_109_rollout_024_prefix_2.json,bb_ruin_names_109,24,2,no,104,404,,300,,,,,104,609
train,bb_ruin_names_109_rollout_025_prefix_0.json,bb_ruin_names_109,25,0,yes,395,430,,35,,,,,395,2254
train,bb_ruin_names_109_rollout_025_prefix_1.json,bb_ruin_names_109,25,1,no,130,430,,300,,,,,130,765
train,bb_ruin_names_109_rollout_026_prefix_0.json,bb_ruin_names_109,26,0,yes,427,452,,25,,,,,427,2471
train,bb_ruin_names_109_rollout_028_prefix_0.json,bb_ruin_names_109,28,0,yes,482,507,,25,,,,,482,2797
train,bb_ruin_names_109_rollout_028_prefix_1.json,bb_ruin_names_109,28,1,yes,452,507,,55,,,,,452,2608
train,bb_ruin_names_109_rollout_028_prefix_2.json,bb_ruin_names_109,28,2,no,207,507,,300,,,,,207,1208
train,bb_ruin_names_109_rollout_029_prefix_0.json,bb_ruin_names_109,29,0,yes,507,532,,25,,,,,507,2931
train,bb_ruin_names_114_rollout_000_prefix_0.json,bb_ruin_names_114,0,0,yes,590,625,,35,,,,,590,3171
train,bb_ruin_names_114_rollout_000_prefix_1.json,bb_ruin_names_114,0,1,yes,580,625,,45,,,,,580,3104
train,bb_ruin_names_114_rollout_000_prefix_2.json,bb_ruin_names_114,0,2,no,125,625,,500,,,,,125,645
train,bb_ruin_names_114_rollout_001_prefix_0.json,bb_ruin_names_114,1,0,yes,242,277,,35,,,,,242,1341
train,bb_ruin_names_114_rollout_001_prefix_1.json,bb_ruin_names_114,1,1,yes,222,277,,55,,,,,222,1244
train,bb_ruin_names_114_rollout_002_prefix_0.json,bb_ruin_names_114,2,0,yes,305,360,,55,,,,,305,1664
train,bb_ruin_names_114_rollout_003_prefix_0.json,bb_ruin_names_114,3,0,yes,349,394,,45,,,,,349,1927
train,bb_ruin_names_114_rollout_003_prefix_1.json,bb_ruin_names_114,3,1,yes,339,394,,55,,,,,339,1866
train,bb_ruin_names_114_rollout_004_prefix_0.json,bb_ruin_names_114,4,0,yes,283,308,,25,,,,,283,1520
train,bb_ruin_names_114_rollout_004_prefix_1.json,bb_ruin_names_114,4,1,yes,253,308,,55,,,,,253,1348
train,bb_ruin_names_114_rollout_006_prefix_0.json,bb_ruin_names_114,6,0,no,106,406,,300,,,,,106,571
train,bb_ruin_names_114_rollout_007_prefix_0.json,bb_ruin_names_114,7,0,no,217,517,,300,,,,,217,1205
train,bb_ruin_names_114_rollout_008_prefix_0.json,bb_ruin_names_114,8,0,yes,830,885,,55,,,,,830,4543
train,bb_ruin_names_114_rollout_008_prefix_1.json,bb_ruin_names_114,8,1,no,585,885,,300,,,,,585,3222
train,bb_ruin_names_114_rollout_008_prefix_2.json,bb_ruin_names_114,8,2,no,385,885,,500,,,,,385,2110
train,bb_ruin_names_114_rollout_008_prefix_3.json,bb_ruin_names_114,8,3,no,185,885,,700,,,,,185,1037
train,bb_ruin_names_114_rollout_009_prefix_0.json,bb_ruin_names_114,9,0,no,137,437,,300,,,,,137,756
train,bb_ruin_names_114_rollout_010_prefix_0.json,bb_ruin_names_114,10,0,yes,360,385,,25,,,,,360,2021
train,bb_ruin_names_114_rollout_010_prefix_1.json,bb_ruin_names_114,10,1,yes,340,385,,45,,,,,340,1912
train,bb_ruin_names_114_rollout_010_prefix_2.json,bb_ruin_names_114,10,2,no,85,385,,300,,,,,85,501
train,bb_ruin_names_114_rollout_011_prefix_0.json,bb_ruin_names_114,11,0,yes,271,306,,35,,,,,271,1441
train,bb_ruin_names_114_rollout_012_prefix_0.json,bb_ruin_names_114,12,0,yes,420,445,,25,,,,,420,2312
train,bb_ruin_names_114_rollout_013_prefix_0.json,bb_ruin_names_114,13,0,no,77,577,,500,,,,,77,423
train,bb_ruin_names_114_rollout_015_prefix_0.json,bb_ruin_names_114,15,0,yes,261,296,,35,,,,,261,1454
train,bb_ruin_names_114_rollout_016_prefix_0.json,bb_ruin_names_114,16,0,no,104,404,,300,,,,,104,590
train,bb_ruin_names_114_rollout_017_prefix_0.json,bb_ruin_names_114,17,0,no,353,653,,300,,,,,353,1895
train,bb_ruin_names_114_rollout_018_prefix_0.json,bb_ruin_names_114,18,0,no,598,898,,300,,,,,598,3220
train,bb_ruin_names_114_rollout_018_prefix_1.json,bb_ruin_names_114,18,1,no,198,898,,700,,,,,198,1041
train,bb_ruin_names_114_rollout_019_prefix_0.json,bb_ruin_names_114,19,0,yes,268,303,,35,,,,,268,1453
train,bb_ruin_names_114_rollout_020_prefix_0.json,bb_ruin_names_114,20,0,no,143,443,,300,,,,,143,786
train,bb_ruin_names_114_rollout_021_prefix_0.json,bb_ruin_names_114,21,0,yes,377,412,,35,,,,,377,2074
train,bb_ruin_names_114_rollout_021_prefix_1.json,bb_ruin_names_114,21,1,yes,357,412,,55,,,,,357,1968
train,bb_ruin_names_114_rollout_021_prefix_2.json,bb_ruin_names_114,21,2,no,112,412,,300,,,,,112,623
train,bb_ruin_names_114_rollout_022_prefix_0.json,bb_ruin_names_114,22,0,yes,371,416,,45,,,,,371,2009
train,bb_ruin_names_114_rollout_022_prefix_1.json,bb_ruin_names_114,22,1,no,116,416,,300,,,,,116,612
train,bb_ruin_names_114_rollout_023_prefix_0.json,bb_ruin_names_114,23,0,yes,310,365,,55,,,,,310,1716
train,bb_ruin_names_114_rollout_024_prefix_0.json,bb_ruin_names_114,24,0,no,116,416,,300,,,,,116,619
train,bb_ruin_names_114_rollout_025_prefix_0.json,bb_ruin_names_114,25,0,yes,198,223,,25,,,,,198,1102
train,bb_ruin_names_114_rollout_025_prefix_1.json,bb_ruin_names_114,25,1,yes,188,223,,35,,,,,188,1047
train,bb_ruin_names_114_rollout_025_prefix_2.json,bb_ruin_names_114,25,2,yes,168,223,,55,,,,,168,930
train,bb_ruin_names_114_rollout_026_prefix_0.json,bb_ruin_names_114,26,0,no,243,543,,300,,,,,243,1388
train,bb_ruin_names_114_rollout_027_prefix_0.json,bb_ruin_names_114,27,0,yes,302,327,,25,,,,,302,1722
train,bb_ruin_names_114_rollout_027_prefix_1.json,bb_ruin_names_114,27,1,yes,282,327,,45,,,,,282,1611
train,bb_ruin_names_114_rollout_027_prefix_2.json,bb_ruin_names_114,27,2,no,27,327,,300,,,,,27,133
train,bb_ruin_names_114_rollout_028_prefix_0.json,bb_ruin_names_114,28,0,no,524,1024,,500,,,,,524,2861
train,bb_ruin_names_114_rollout_028_prefix_1.json,bb_ruin_names_114,28,1,no,324,1024,,700,,,,,324,1802
train,bb_ruin_names_114_rollout_028_prefix_2.json,bb_ruin_names_114,28,2,no,124,1024,,900,,,,,124,664
train,bb_ruin_names_155_rollout_000_prefix_0.json,bb_ruin_names_155,0,0,yes,266,301,,35,,,,,266,1500
train,bb_ruin_names_155_rollout_001_prefix_0.json,bb_ruin_names_155,1,0,yes,304,339,,35,,,,,304,1666
train,bb_ruin_names_155_rollout_002_prefix_0.json,bb_ruin_names_155,2,0,yes,281,306,,25,,,,,281,1586
train,bb_ruin_names_155_rollout_002_prefix_1.json,bb_ruin_names_155,2,1,yes,261,306,,45,,,,,261,1470
train,bb_ruin_names_155_rollout_004_prefix_0.json,bb_ruin_names_155,4,0,yes,384,439,,55,,,,,384,2098
train,bb_ruin_names_155_rollout_006_prefix_0.json,bb_ruin_names_155,6,0,yes,455,480,,25,,,,,455,2534
train,bb_ruin_names_155_rollout_006_prefix_1.json,bb_ruin_names_155,6,1,yes,445,480,,35,,,,,445,2480
train,bb_ruin_names_155_rollout_006_prefix_2.json,bb_ruin_names_155,6,2,no,180,480,,300,,,,,180,954
train,bb_ruin_names_155_rollout_007_prefix_0.json,bb_ruin_names_155,7,0,yes,245,290,,45,,,,,245,1292
train,bb_ruin_names_155_rollout_007_prefix_1.json,bb_ruin_names_155,7,1,yes,235,290,,55,,,,,235,1226
train,bb_ruin_names_155_rollout_008_prefix_0.json,bb_ruin_names_155,8,0,yes,355,400,,45,,,,,355,1990
train,bb_ruin_names_155_rollout_008_prefix_1.json,bb_ruin_names_155,8,1,no,100,400,,300,,,,,100,552
train,bb_ruin_names_155_rollout_009_prefix_0.json,bb_ruin_names_155,9,0,no,122,422,,300,,,,,122,655
train,bb_ruin_names_155_rollout_010_prefix_0.json,bb_ruin_names_155,10,0,yes,416,441,,25,,,,,416,2332
train,bb_ruin_names_155_rollout_010_prefix_1.json,bb_ruin_names_155,10,1,yes,386,441,,55,,,,,386,2136
train,bb_ruin_names_155_rollout_010_prefix_2.json,bb_ruin_names_155,10,2,no,141,441,,300,,,,,141,784
train,bb_ruin_names_155_rollout_012_prefix_0.json,bb_ruin_names_155,12,0,yes,295,350,,55,,,,,295,1641
train,bb_ruin_names_155_rollout_012_prefix_1.json,bb_ruin_names_155,12,1,no,50,350,,300,,,,,50,247
train,bb_ruin_names_155_rollout_013_prefix_0.json,bb_ruin_names_155,13,0,no,39,339,,300,,,,,39,195
train,bb_ruin_names_155_rollout_014_prefix_0.json,bb_ruin_names_155,14,0,yes,369,404,,35,,,,,369,2044
train,bb_ruin_names_155_rollout_014_prefix_1.json,bb_ruin_names_155,14,1,no,104,404,,300,,,,,104,518
train,bb_ruin_names_155_rollout_016_prefix_0.json,bb_ruin_names_155,16,0,yes,381,426,,45,,,,,381,2114
train,bb_ruin_names_155_rollout_017_prefix_0.json,bb_ruin_names_155,17,0,yes,355,380,,25,,,,,355,2004
train,bb_ruin_names_155_rollout_018_prefix_0.json,bb_ruin_names_155,18,0,yes,397,452,,55,,,,,397,2142
train,bb_ruin_names_155_rollout_018_prefix_1.json,bb_ruin_names_155,18,1,no,152,452,,300,,,,,152,785
train,bb_ruin_names_155_rollout_019_prefix_0.json,bb_ruin_names_155,19,0,yes,390,425,,35,,,,,390,2175
train,bb_ruin_names_155_rollout_021_prefix_0.json,bb_ruin_names_155,21,0,yes,345,370,,25,,,,,345,1953
train,bb_ruin_names_155_rollout_021_prefix_1.json,bb_ruin_names_155,21,1,no,70,370,,300,,,,,70,387
train,bb_ruin_names_155_rollout_023_prefix_0.json,bb_ruin_names_155,23,0,yes,433,458,,25,,,,,433,2410
train,bb_ruin_names_155_rollout_023_prefix_1.json,bb_ruin_names_155,23,1,yes,413,458,,45,,,,,413,2299
train,bb_ruin_names_155_rollout_023_prefix_2.json,bb_ruin_names_155,23,2,no,158,458,,300,,,,,158,855
train,bb_ruin_names_155_rollout_024_prefix_0.json,bb_ruin_names_155,24,0,no,204,504,,300,,,,,204,1084
train,bb_ruin_names_155_rollout_025_prefix_0.json,bb_ruin_names_155,25,0,yes,302,327,,25,,,,,302,1650
train,bb_ruin_names_155_rollout_025_prefix_1.json,bb_ruin_names_155,25,1,yes,272,327,,55,,,,,272,1470
train,bb_ruin_names_155_rollout_026_prefix_0.json,bb_ruin_names_155,26,0,yes,251,286,,35,,,,,251,1454
train,bb_ruin_names_155_rollout_027_prefix_0.json,bb_ruin_names_155,27,0,yes,162,217,,55,,,,,162,905
train,bb_ruin_names_155_rollout_028_prefix_0.json,bb_ruin_names_155,28,0,yes,230,255,,25,,,,,230,1271
train,bb_ruin_names_155_rollout_028_prefix_1.json,bb_ruin_names_155,28,1,yes,220,255,,35,,,,,220,1211
train,bb_ruin_names_155_rollout_028_prefix_2.json,bb_ruin_names_155,28,2,yes,210,255,,45,,,,,210,1151
train,bb_ruin_names_155_rollout_028_prefix_3.json,bb_ruin_names_155,28,3,yes,200,255,,55,,,,,200,1092
train,bb_ruin_names_155_rollout_029_prefix_0.json,bb_ruin_names_155,29,0,yes,254,279,,25,,,,,254,1416
train,bb_ruin_names_155_rollout_029_prefix_1.json,bb_ruin_names_155,29,1,yes,224,279,,55,,,,,224,1261
train,bb_ruin_names_181_rollout_001_prefix_0.json,bb_ruin_names_181,1,0,yes,318,363,,45,,,,,318,1791
train,bb_ruin_names_181_rollout_002_prefix_0.json,bb_ruin_names_181,2,0,yes,417,452,,35,,,,,417,2367
train,bb_ruin_names_181_rollout_003_prefix_0.json,bb_ruin_names_181,3,0,yes,548,603,,55,,,,,548,3160
train,bb_ruin_names_181_rollout_003_prefix_1.json,bb_ruin_names_181,3,1,no,303,603,,300,,,,,303,1754
train,bb_ruin_names_181_rollout_004_prefix_0.json,bb_ruin_names_181,4,0,yes,364,399,,35,,,,,364,2063
train,bb_ruin_names_181_rollout_004_prefix_1.json,bb_ruin_names_181,4,1,yes,344,399,,55,,,,,344,1926
train,bb_ruin_names_181_rollout_004_prefix_2.json,bb_ruin_names_181,4,2,no,99,399,,300,,,,,99,578
train,bb_ruin_names_181_rollout_005_prefix_0.json,bb_ruin_names_181,5,0,yes,286,321,,35,,,,,286,1637
train,bb_ruin_names_181_rollout_005_prefix_1.json,bb_ruin_names_181,5,1,yes,276,321,,45,,,,,276,1579
train,bb_ruin_names_181_rollout_005_prefix_2.json,bb_ruin_names_181,5,2,no,21,321,,300,,,,,21,117
train,bb_ruin_names_181_rollout_006_prefix_0.json,bb_ruin_names_181,6,0,no,183,683,,500,,,,,183,1021
train,bb_ruin_names_181_rollout_007_prefix_0.json,bb_ruin_names_181,7,0,yes,437,492,,55,,,,,437,2487
train,bb_ruin_names_181_rollout_008_prefix_0.json,bb_ruin_names_181,8,0,yes,565,610,,45,,,,,565,3254
train,bb_ruin_names_181_rollout_008_prefix_1.json,bb_ruin_names_181,8,1,no,310,610,,300,,,,,310,1801
train,bb_ruin_names_181_rollout_008_prefix_2.json,bb_ruin_names_181,8,2,no,110,610,,500,,,,,110,658
train,bb_ruin_names_181_rollout_010_prefix_0.json,bb_ruin_names_181,10,0,yes,498,523,,25,,,,,498,2861
train,bb_ruin_names_181_rollout_010_prefix_1.json,bb_ruin_names_181,10,1,yes,488,523,,35,,,,,488,2799
train,bb_ruin_names_181_rollout_011_prefix_0.json,bb_ruin_names_181,11,0,no,166,466,,300,,,,,166,968
train,bb_ruin_names_181_rollout_012_prefix_0.json,bb_ruin_names_181,12,0,yes,514,539,,25,,,,,514,2868
train,bb_ruin_names_181_rollout_012_prefix_1.json,bb_ruin_names_181,12,1,no,39,539,,500,,,,,39,199
train,bb_ruin_names_181_rollout_013_prefix_0.json,bb_ruin_names_181,13,0,yes,473,498,,25,,,,,473,2537
train,bb_ruin_names_181_rollout_013_prefix_1.json,bb_ruin_names_181,13,1,yes,453,498,,45,,,,,453,2441
